,accounts,chamber,id,name,party,state,type
525,"{'office': [{'id': 816683274076614700, 'id_str': '816683274076614656', 'screen_name': 'SenJohnKennedy'}], 'campaign': [{'id': 26594419, 'id_str': '26594419', 'screen_name': 'JohnKennedyLA'}]}",senate,"{'bioguide': 'K000393', 'govtrack': 412679}",John Kennedy,R,LA,member
526,"{'office': [{'id': 21406834, 'id_str': '21406834', 'screen_name': 'SenMarkey'}], 'campaign': [{'id': 1129029661, 'id_str': '1129029661', 'screen_name': 'EdMarkey'}]}",senate,"{'bioguide': 'M000133', 'govtrack': 400253}",Ed Markey,D,MA,member
527,"{'office': [{'id': 970207298, 'id_str': '970207298', 'screen_name': 'SenWarren'}], 'campaign': [{'id': 357606935, 'id_str': '357606935', 'screen_name': 'elizabethforma'}]}",senate,"{'bioguide': 'W000817', 'govtrack': 412542}",Elizabeth Warren,D,MA,member
528,"{'office': [{'id': 109071031, 'id_str': '109071031', 'screen_name': 'SenatorCardin'}], 'campaign': [{'id': 278094476, 'id_str': '278094476', 'screen_name': 'BenCardinforMD'}]}",senate,"{'bioguide': 'C000141', 'govtrack': 400064}",Ben Cardin,D,MD,member
529,"{'office': [{'id': 18137749, 'id_str': '18137749', 'screen_name': 'ChrisVanHollen'}], 'campaign': [{'id': 3067974778, 'id_str': '3067974778', 'screen_name': 'VanHollenForMD'}]}",senate,"{'bioguide': 'V000128', 'govtrack': 400415}",Chris Van Hollen,D,MD,member
530,"{'office': [{'id': 1068481578, 'id_str': '1068481578', 'screen_name': 'SenAngusKing'}], 'campaign': [{'id': 1068540380, 'id_str': '1068540380', 'screen_name': 'AngusKing2018'}]}",senate,"{'bioguide': 'K000383', 'govtrack': 412545}",Angus King,I,ME,member
531,"{'office': [{'id': 19726613, 'id_str': '19726613', 'screen_name': 'SenatorCollins'}]}",senate,"{'bioguide': 'C001035', 'govtrack': 300025}",Susan Collins,R,ME,member
532,"{'office': [{'id': 76456274, 'id_str': '76456274', 'screen_name': 'SenStabenow'}], 'campaign': [{'id': 20113797, 'id_str': '20113797', 'screen_name': 'stabenow'}]}",senate,"{'bioguide': 'S000770', 'govtrack': 300093}",Debbie Stabenow,D,MI,member
533,"{'office': [{'id': 236511574, 'id_str': '236511574', 'screen_name': 'SenGaryPeters'}], 'campaign': [{'id': 145292853, 'id_str': '145292853', 'screen_name': 'Peters4Michigan'}]}",senate,"{'bioguide': 'P000595', 'govtrack': 412305}",Gary Peters,D,MI,member
534,"{'office': [{'id': 171968009, 'id_str': '171968009', 'screen_name': 'SenFranken'}], 'campaign': [{'id': 7334402, 'id_str': '7334402', 'screen_name': 'alfranken'}]}",senate,"{'bioguide': 'F000457', 'govtrack': 412378}",Al Franken,D,MN,member
535,"{'campaign': [{'id': 33537967, 'id_str': '33537967', 'screen_name': 'amyklobuchar'}]}",senate,"{'bioguide': 'K000367', 'govtrack': 412242}",Amy Klobuchar,D,MN,member
536,"{'office': [{'id': 57065141, 'id_str': '57065141', 'screen_name': 'McCaskillOffice'}], 'campaign': [{'id': 16160352, 'id_str': '16160352', 'screen_name': 'clairecmc'}, {'id': 143103639, 'id_str': '143103639', 'screen_name': 'McCaskill4MO'}]}",senate,"{'bioguide': 'M001170', 'govtrack': 412243}",Claire McCaskill,D,MO,member
537,"{'office': [{'id': 21269970, 'id_str': '21269970', 'screen_name': 'RoyBlunt'}, {'id': 238177562, 'id_str': '238177562', 'screen_name': 'RoyBluntPress'}], 'campaign': [{'id': 389554914, 'id_str': '389554914', 'screen_name': 'RoyBluntMO'}, {'id': 120943265, 'id_str': '120943265', 'screen_name': 'BluntBrigade'}]}",senate,"{'bioguide': 'B000575', 'govtrack': 400034}",Roy Blunt,R,MO,member
538,"{'office': [{'id': 264219447, 'id_str': '264219447', 'screen_name': 'SenatorWicker'}], 'campaign': [{'id': 11650762, 'id_str': '11650762', 'screen_name': 'RogerWicker'}]}",senate,"{'bioguide': 'W000437', 'govtrack': 400432}",Roger Wicker,R,MS,member
539,"{'office': [{'id': 555474658, 'id_str': '555474658', 'screen_name': 'SenThadCochran'}]}",senate,"{'bioguide': 'C000567', 'govtrack': 300023}",Thad Cochran,R,MS,member
540,"{'office': [{'id': 515822213, 'id_str': '515822213', 'screen_name': 'SenatorTester'}], 'campaign': [{'id': 16473577, 'id_str': '16473577', 'screen_name': 'jontester'}]}",senate,"{'bioguide': 'T000464', 'govtrack': 412244}",Jon Tester,D,MT,member
541,"{'office': [{'id': 11651202, 'id_str': '11651202', 'screen_name': 'SteveDaines'}], 'campaign': [{'id': 214767677, 'id_str': '214767677', 'screen_name': 'DainesforMT'}]}",senate,"{'bioguide': 'D000618', 'govtrack': 412549}",Steve Daines,R,MT,member
542,"{'office': [{'id': 21157904, 'id_str': '21157904', 'screen_name': 'SenatorBurr'}], 'campaign': [{'id': 213339899, 'id_str': '213339899', 'screen_name': 'BurrForSenate'}]}",senate,"{'bioguide': 'B001135', 'govtrack': 400054}",Richard Burr,R,NC,member
543,"{'office': [{'id': 2964174789, 'id_str': '2964174789', 'screen_name': 'SenThomTillis'}], 'campaign': [{'id': 22195441, 'id_str': '22195441', 'screen_name': 'ThomTillis'}]}",senate,"{'bioguide': 'T000476', 'govtrack': 412668}",Thom Tillis,R,NC,member
544,"{'office': [{'id': 1061029050, 'id_str': '1061029050', 'screen_name': 'SenatorHeitkamp'}], 'campaign': [{'id': 460376288, 'id_str': '460376288', 'screen_name': 'Heidi4ND'}]}",senate,"{'bioguide': 'H001069', 'govtrack': 412554}",Heidi Heitkamp,D,ND,member
545,"{'office': [{'id': 382791093, 'id_str': '382791093', 'screen_name': 'SenJohnHoeven'}], 'campaign': [{'id': 106733567, 'id_str': '106733567', 'screen_name': 'hoeven4senate'}]}",senate,"{'bioguide': 'H001061', 'govtrack': 412494}",John Hoeven,R,ND,member
546,"{'office': [{'id': 2962923040, 'id_str': '2962923040', 'screen_name': 'SenSasse'}], 'campaign': [{'id': 1480852568, 'id_str': '1480852568', 'screen_name': 'BenSasse'}]}",senate,"{'bioguide': 'S001197', 'govtrack': 412671}",Ben Sasse,R,NE,member
547,"{'office': [{'id': 1071402577, 'id_str': '1071402577', 'screen_name': 'SenatorFischer'}], 'campaign': [{'id': 361509785, 'id_str': '361509785', 'screen_name': 'DebSFischer'}, {'id': 323490669, 'id_str': '323490669', 'screen_name': 'DebFischerNE'}]}",senate,"{'bioguide': 'F000463', 'govtrack': 412556}",Deb Fischer,R,NE,member
548,"{'office': [{'id': 109287731, 'id_str': '109287731', 'screen_name': 'SenatorShaheen'}], 'campaign': [{'id': 14125897, 'id_str': '14125897', 'screen_name': 'JeanneShaheen'}]}",senate,"{'bioguide': 'S001181', 'govtrack': 412323}",Jeanne Shaheen,D,NH,member
549,"{'office': [{'id': 946549322, 'id_str': '946549322', 'screen_name': 'SenatorHassan'}], 'campaign': [{'id': 361569788, 'id_str': '361569788', 'screen_name': 'Maggie_Hassan'}]}",senate,"{'bioguide': 'H001076', 'govtrack': 412680}",Maggie Hassan,D,NH,member
550,"{'office': [{'id': 18695134, 'id_str': '18695134', 'screen_name': 'SenatorMenendez'}], 'campaign': [{'id': 407039290, 'id_str': '407039290', 'screen_name': 'Menendez4NJ'}]}",senate,"{'bioguide': 'M000639', 'govtrack': 400272}",Bob Menendez,D,NJ,member
551,"{'office': [{'id': 2167097881, 'id_str': '2167097881', 'screen_name': 'SenBookerOffice'}, {'id': 15808765, 'id_str': '15808765', 'screen_name': 'CoryBooker'}], 'campaign': [{'id': 1603426344, 'id_str': '1603426344', 'screen_name': 'Booker4Senate'}]}",senate,"{'bioguide': 'B001288', 'govtrack': 412598}",Cory Booker,D,NJ,member
552,"{'office': [{'id': 1099199839, 'id_str': '1099199839', 'screen_name': 'MartinHeinrich'}], 'campaign': [{'id': 183062944, 'id_str': '183062944', 'screen_name': 'Heinrich4NM'}]}",senate,"{'bioguide': 'H001046', 'govtrack': 412281}",Martin Heinrich,D,NM,member
553,"{'office': [{'id': 60828944, 'id_str': '60828944', 'screen_name': 'SenatorTomUdall'}], 'campaign': [{'id': 325231436, 'id_str': '325231436', 'screen_name': 'TomUdallPress'}, {'id': 14140370, 'id_str': '14140370', 'screen_name': 'tomudall'}]}",senate,"{'bioguide': 'U000039', 'govtrack': 400413}",Tom Udall,D,NM,member
554,"{'office': [{'id': 811313565760163800, 'id_str': '811313565760163844', 'screen_name': 'SenCortezMasto'}], 'campaign': [{'id': 3145735852, 'id_str': '3145735852', 'screen_name': 'CatherineForNV'}]}",senate,"{'bioguide': 'C001113', 'govtrack': 412681}",Catherine Cortez Masto,D,NV,member
555,"{'office': [{'id': 266133081, 'id_str': '266133081', 'screen_name': 'SenDeanHeller'}], 'campaign': [{'id': 41363507, 'id_str': '41363507', 'screen_name': 'DeanHeller'}]}",senate,"{'bioguide': 'H001041', 'govtrack': 412218}",Dean Heller,R,NV,member
556,"{'office': [{'id': 17494010, 'id_str': '17494010', 'screen_name': 'SenSchumer'}], 'campaign': [{'id': 1872999342, 'id_str': '1872999342', 'screen_name': 'chuckschumer'}]}",senate,"{'bioguide': 'S000148', 'govtrack': 300087}",Chuck Schumer,D,NY,member
557,"{'office': [{'id': 72198806, 'id_str': '72198806', 'screen_name': 'SenGillibrand'}]}",senate,"{'bioguide': 'G000555', 'govtrack': 412223}",Kirsten Gillibrand,D,NY,member
558,"{'office': [{'id': 18915145, 'id_str': '18915145', 'screen_name': 'senrobportman'}, {'id': 240790556, 'id_str': '240790556', 'screen_name': 'PortmanPress'}], 'campaign': [{'id': 2612307559, 'id_str': '2612307559', 'screen_name': 'robportman'}]}",senate,"{'bioguide': 'P000449', 'govtrack': 400325}",Rob Portman,R,OH,member
559,"{'office': [{'id': 43910797, 'id_str': '43910797', 'screen_name': 'SenSherrodBrown'}], 'campaign': [{'id': 24768753, 'id_str': '24768753', 'screen_name': 'SherrodBrown'}]}",senate,"{'bioguide': 'B000944', 'govtrack': 400050}",Sherrod Brown,D,OH,member
560,"{'office': [{'id': 225921757, 'id_str': '225921757', 'screen_name': 'SenatorLankford'}], 'campaign': [{'id': 27044466, 'id_str': '27044466', 'screen_name': 'jameslankford'}]}",senate,"{'bioguide': 'L000575', 'govtrack': 412464}",James Lankford,R,OK,member
561,"{'office': [{'id': 20546536, 'id_str': '20546536', 'screen_name': 'InhofePress'}, {'id': 7270292, 'id_str': '7270292', 'screen_name': 'JimInhofe'}]}",senate,"{'bioguide': 'I000024', 'govtrack': 300055}",Jim Inhofe,R,OK,member
562,"{'office': [{'id': 29201047, 'id_str': '29201047', 'screen_name': 'SenJeffMerkley'}], 'campaign': [{'id': 223166587, 'id_str': '223166587', 'screen_name': 'JeffMerkley'}]}",senate,"{'bioguide': 'M001176', 'govtrack': 412325}",Jeff Merkley,D,OR,member
563,"{'office': [{'id': 250188760, 'id_str': '250188760', 'screen_name': 'RonWyden'}, {'id': 292495654, 'id_str': '292495654', 'screen_name': 'WydenPress'}], 'campaign': [{'id': 122124607, 'id_str': '122124607', 'screen_name': 'WydenForOregon'}]}",senate,"{'bioguide': 'W000779', 'govtrack': 300100}",Ron Wyden,D,OR,member
564,"{'office': [{'id': 171598736, 'id_str': '171598736', 'screen_name': 'SenBobCasey'}], 'campaign': [{'id': 94154021, 'id_str': '94154021', 'screen_name': 'Bob_Casey'}]}",senate,"{'bioguide': 'C001070', 'govtrack': 412246}",Bob Casey Jr.,D,PA,member
565,"{'office': [{'id': 221162525, 'id_str': '221162525', 'screen_name': 'SenToomey'}], 'campaign': [{'id': 26062385, 'id_str': '26062385', 'screen_name': 'PatToomey'}]}",senate,"{'bioguide': 'T000461', 'govtrack': 400408}",Pat Toomey,R,PA,member
566,"{'office': [{'id': 486694111, 'id_str': '486694111', 'screen_name': 'SenJackReed'}], 'campaign': [{'id': 63073834, 'id_str': '63073834', 'screen_name': 'TomReedCongress'}]}",senate,"{'bioguide': 'R000122', 'govtrack': 300081}",Jack Reed,D,RI,member
567,"{'office': [{'id': 242555999, 'id_str': '242555999', 'screen_name': 'SenWhitehouse'}]}",senate,"{'bioguide': 'W000802', 'govtrack': 412247}",Sheldon Whitehouse,D,RI,member
568,"{'office': [{'id': 14845376, 'id_str': '14845376', 'screen_name': 'GrahamBlog'}, {'id': 432895323, 'id_str': '432895323', 'screen_name': 'LindseyGrahamSC'}]}",senate,"{'bioguide': 'G000359', 'govtrack': 300047}",Lindsey Graham,R,SC,member
569,"{'office': [{'id': 217543151, 'id_str': '217543151', 'screen_name': 'SenatorTimScott'}], 'campaign': [{'id': 81191343, 'id_str': '81191343', 'screen_name': 'votetimscott'}]}",senate,"{'bioguide': 'S001184', 'govtrack': 412471}",Tim Scott,R,SC,member
570,"{'office': [{'id': 296361085, 'id_str': '296361085', 'screen_name': 'SenJohnThune'}], 'campaign': [{'id': 26533227, 'id_str': '26533227', 'screen_name': 'johnthune'}]}",senate,"{'bioguide': 'T000250', 'govtrack': 400546}",John Thune,R,SD,member
571,"{'office': [{'id': 2955485182, 'id_str': '2955485182', 'screen_name': 'SenatorRounds'}], 'campaign': [{'id': 978029858, 'id_str': '978029858', 'screen_name': 'RoundsforSenate'}]}",senate,"{'bioguide': 'R000605', 'govtrack': 412669}",Mike Rounds,R,SD,member
572,"{'office': [{'id': 73303753, 'id_str': '73303753', 'screen_name': 'SenBobCorker'}], 'campaign': [{'id': 283130017, 'id_str': '283130017', 'screen_name': 'BobCorker'}]}",senate,"{'bioguide': 'C001071', 'govtrack': 412248}",Bob Corker,R,TN,member
573,"{'office': [{'id': 76649729, 'id_str': '76649729', 'screen_name': 'SenAlexander'}]}",senate,"{'bioguide': 'A000360', 'govtrack': 300002}",Lamar Alexander,R,TN,member
574,"{'office': [{'id': 13218102, 'id_str': '13218102', 'screen_name': 'JohnCornyn'}], 'campaign': [{'id': 1648117711, 'id_str': '1648117711', 'screen_name': 'TeamCornyn'}]}",senate,"{'bioguide': 'C001056', 'govtrack': 300027}",John Cornyn,R,TX,member
575,"{'office': [{'id': 1074480192, 'id_str': '1074480192', 'screen_name': 'SenTedCruz'}], 'campaign': [{'id': 1379584350, 'id_str': '1379584350', 'screen_name': 'TeamTedCruz'}, {'id': 23022687, 'id_str': '23022687', 'screen_name': 'tedcruz'}]}",senate,"{'bioguide': 'C001098', 'govtrack': 412573}",Ted Cruz,R,TX,member
576,"{'office': [{'id': 88784440, 'id_str': '88784440', 'screen_name': 'SenMikeLee'}], 'campaign': [{'id': 2164909022, 'id_str': '2164909022', 'screen_name': 'MikeLeeforUtah'}]}",senate,"{'bioguide': 'L000577', 'govtrack': 412495}",Mike Lee,R,UT,member
577,"{'office': [{'id': 262756641, 'id_str': '262756641', 'screen_name': 'senorrinhatch'}], 'campaign': [{'id': 18170310, 'id_str': '18170310', 'screen_name': 'OrrinHatch'}]}",senate,"{'bioguide': 'H000338', 'govtrack': 300052}",Orrin Hatch,R,UT,member
578,"{'office': [{'id': 7429102, 'id_str': '7429102', 'screen_name': 'MarkWarner'}]}",senate,"{'bioguide': 'W000805', 'govtrack': 412321}",Mark Warner,D,VA,member
579,"{'office': [{'id': 1267940407, 'id_str': '1267940407', 'screen_name': 'SenKaineOffice'}, {'id': 172858784, 'id_str': '172858784', 'screen_name': 'timkaine'}]}",senate,"{'bioguide': 'K000384', 'govtrack': 412582}",Tim Kaine,D,VA,member
580,"{'office': [{'id': 29442313, 'id_str': '29442313', 'screen_name': 'SenSanders'}], 'campaign': [{'id': 216776631, 'id_str': '216776631', 'screen_name': 'BernieSanders'}]}",senate,"{'bioguide': 'S000033', 'govtrack': 400357}",Bernie Sanders,I,VT,member
581,"{'office': [{'id': 242836537, 'id_str': '242836537', 'screen_name': 'SenatorLeahy'}], 'campaign': [{'id': 4917423588, 'id_str': '4917423588', 'screen_name': 'PatrickLeahy'}]}",senate,"{'bioguide': 'L000174', 'govtrack': 300065}",Patrick Leahy,D,VT,member
582,"{'office': [{'id': 117501995, 'id_str': '117501995', 'screen_name': 'SenatorCantwell'}], 'campaign': [{'id': 35567751, 'id_str': '35567751', 'screen_name': 'MariaCantwell'}]}",senate,"{'bioguide': 'C000127', 'govtrack': 300018}",Maria Cantwell,D,WA,member
583,"{'office': [{'id': 293131808, 'id_str': '293131808', 'screen_name': 'PattyMurray'}], 'campaign': [{'id': 158470209, 'id_str': '158470209', 'screen_name': 'MurrayCampaign'}]}",senate,"{'bioguide': 'M001111', 'govtrack': 300076}",Patty Murray,D,WA,member
584,"{'office': [{'id': 233737858, 'id_str': '233737858', 'screen_name': 'SenRonJohnson'}], 'campaign': [{'id': 142332083, 'id_str': '142332083', 'screen_name': 'RonJohnsonWI'}]}",senate,"{'bioguide': 'J000293', 'govtrack': 412496}",Ron Johnson,R,WI,member
585,"{'office': [{'id': 1074518754, 'id_str': '1074518754', 'screen_name': 'SenatorBaldwin'}], 'campaign': [{'id': 87510313, 'id_str': '87510313', 'screen_name': 'tammybaldwin'}]}",senate,"{'bioguide': 'B001230', 'govtrack': 400013}",Tammy Baldwin,D,WI,member
586,"{'office': [{'id': 234374703, 'id_str': '234374703', 'screen_name': 'Sen_JoeManchin'}], 'campaign': [{'id': 113355380, 'id_str': '113355380', 'screen_name': 'JoeManchinWV'}]}",senate,"{'bioguide': 'M001183', 'govtrack': 412391}",Joe Manchin,D,WV,member
587,"{'office': [{'id': 193794406, 'id_str': '193794406', 'screen_name': 'SenCapito'}], 'campaign': [{'id': 158890005, 'id_str': '158890005', 'screen_name': 'CapitoforWV'}]}",senate,"{'bioguide': 'C001047', 'govtrack': 400061}",Shelley Moore Capito,R,WV,member
588,"{'office': [{'id': 202206694, 'id_str': '202206694', 'screen_name': 'SenJohnBarrasso'}], 'campaign': [{'id': 499268312, 'id_str': '499268312', 'screen_name': 'barrassoforwyo'}]}",senate,"{'bioguide': 'B001261', 'govtrack': 412251}",John Barrasso,R,WY,member
589,"{'office': [{'id': 291756142, 'id_str': '291756142', 'screen_name': 'SenatorEnzi'}], 'campaign': [{'id': 1848942470, 'id_str': '1848942470', 'screen_name': 'EnziforWyo'}]}",senate,"{'bioguide': 'E000285', 'govtrack': 300041}",Mike Enzi,R,WY,member
590,"{'office': [{'id': 729177876, 'id_str': '729177876', 'name': 'Democratic Floor Monitor', 'screen_name': 'DSenFloor'}, {'id': 73238146, 'id_str': '73238146', 'name': 'Senate Democrats', 'screen_name': 'SenateDems'}], 'campaign': [{'id': 14466538, 'id_str': '14466538', 'name': 'DSCC', 'screen_name': 'dscc'}]}",senate,,Democrats,D,,party
591,"{'office': [{'id': 14344823, 'id_str': '14344823', 'name': 'Senate Republicans', 'screen_name': 'SenateGOP'}, {'id': 114896223, 'id_str': '114896223', 'name': 'Senate Republican Policy Committee', 'screen_name': 'SenateRPC'}, {'id': 476209692, 'id_str': '476209692', 'name': 'GOP Floor Monitor', 'screen_name': 'senategopfloor'}], 'campaign': [{'id': 5693842, 'id_str': '5693842', 'name': 'NRSC', 'screen_name': 'NRSC'}]}",senate,,Republicans,R,,party
